EnsemblGeneID	R1L1Kidney	R1L3Kidney	R1L7Kidney	R2L2Kidney	R2L6Kidney	R1L2Liver	R1L4Liver	R1L6Liver	R1L8Liver	R2L3Liver
ENSG00000134851	132	143	138	120	123	31	32	38	31	31
ENSG00000212519	1	1	1	0	2	0	1	0	0	1
ENSG00000134852	25	29	28	30	34	12	21	14	7	23
ENSG00000201947	0	0	0	0	0	0	0	0	0	0
ENSG00000163440	0	0	0	0	0	0	0	0	0	0
ENSG00000109255	0	0	0	0	0	0	0	0	0	0
ENSG00000210560	0	0	0	0	0	0	0	1	0	0
ENSG00000090989	108	129	108	109	86	52	45	31	38	43
ENSG00000202358	1	0	0	0	0	0	0	0	0	0
ENSG00000174799	47	46	31	35	44	15	5	9	8	9
ENSG00000200741	0	0	0	0	1	0	0	0	0	0
ENSG00000210583	0	0	0	0	0	0	0	0	0	0
ENSG00000109265	16	23	10	15	28	5	2	4	4	10
ENSG00000210590	0	0	0	0	0	0	0	0	0	0
ENSG00000157426	49	58	44	54	66	40	41	26	30	43
ENSG00000213773	0	0	1	0	2	1	1	3	1	1
ENSG00000128059	20	19	21	19	17	14	13	14	14	16
ENSG00000128050	140	178	154	160	170	116	140	110	145	154
ENSG00000174780	152	160	172	138	172	155	168	174	170	158
ENSG00000196503	0	0	0	0	0	0	0	0	0	0
ENSG00000171476	13	8	13	15	15	2	2	6	4	4
ENSG00000145268	1	5	3	4	4	0	2	2	0	1
ENSG00000207028	0	0	0	0	0	0	0	0	0	0
ENSG00000206648	0	0	0	0	0	0	0	0	0	0
ENSG00000128040	2	0	0	0	0	0	0	0	0	0
ENSG00000206957	0	0	0	0	0	0	0	0	0	0
ENSG00000084093	84	112	88	104	102	70	55	54	63	56
ENSG00000084092	47	45	42	49	52	15	22	16	16	20
ENSG00000047315	314	264	286	288	283	147	139	135	141	134
ENSG00000210626	0	0	1	2	0	0	0	0	0	0
ENSG00000163453	2517	2647	2416	2785	2929	460	440	455	365	494
ENSG00000210630	4	5	4	5	6	1	0	3	0	1
ENSG00000210638	0	0	0	0	0	0	0	0	0	0
ENSG00000199780	0	0	0	1	0	0	0	0	0	0
ENSG00000201676	0	0	0	0	0	0	0	0	0	0
ENSG00000201775	0	0	0	0	0	0	0	0	0	0
ENSG00000216027	0	0	0	0	0	0	0	0	0	0
ENSG00000205682	0	0	0	0	0	2	0	0	0	1
ENSG00000150471	12	14	12	6	8	2	0	0	1	2
ENSG00000202169	0	0	0	0	0	0	0	0	0	0
ENSG00000180673	5	10	11	8	9	3	3	1	5	2
ENSG00000205678	6	3	1	1	0	7	3	1	5	2
ENSG00000210689	0	0	0	0	0	0	0	0	0	0
ENSG00000210717	0	0	0	0	0	0	0	0	0	0
ENSG00000210721	0	0	0	0	0	0	0	0	0	0
ENSG00000210723	0	0	0	0	0	0	0	0	0	0
ENSG00000209094	0	0	0	0	0	0	0	0	0	0
ENSG00000145242	0	0	1	0	0	0	1	0	0	0
ENSG00000200574	0	0	0	0	0	0	0	0	0	0
ENSG00000210740	0	0	0	0	0	0	0	0	0	0
ENSG00000196114	2	1	2	1	2	2	2	3	1	0
ENSG00000206629	0	0	0	1	0	0	1	0	0	0
ENSG00000145241	21	34	28	27	27	12	12	24	10	14
ENSG00000035720	56	54	66	50	60	0	1	0	0	0
ENSG00000033178	65	85	77	63	71	65	65	53	78	59
ENSG00000215129	0	0	0	0	0	0	1	0	0	0
ENSG00000215128	4	5	2	7	2	2	3	3	1	1
ENSG00000109163	1	0	5	5	2	2	0	0	2	1
ENSG00000202374	0	0	0	1	0	0	1	0	0	0
ENSG00000153802	1	1	0	1	0	4	0	0	0	0
ENSG00000187054	0	0	2	1	0	0	0	0	0	0
ENSG00000207428	0	0	0	0	0	0	0	0	0	0
ENSG00000178620	5	3	5	5	3	2	0	3	0	0
ENSG00000198092	0	0	2	0	2	0	0	0	0	0
ENSG00000215127	1	0	1	0	0	0	0	0	0	1
ENSG00000185873	0	0	0	0	0	0	1	0	0	1
ENSG00000083896	259	281	260	292	284	202	196	191	200	216
ENSG00000213761	0	0	0	0	0	0	0	0	0	0
ENSG00000087128	0	0	0	0	0	0	0	0	0	0
ENSG00000197888	0	0	0	1	0	8	18	13	17	14
ENSG00000196620	0	0	0	0	0	3	2	1	7	3
ENSG00000212033	0	0	0	0	0	0	0	0	0	0
ENSG00000185647	0	0	0	0	0	0	0	0	0	0
ENSG00000173487	0	0	0	0	0	0	0	0	0	0
ENSG00000197592	0	0	0	0	0	5	4	3	6	2
ENSG00000109181	1	8	1	2	2	200	223	185	169	171
ENSG00000205660	2	0	0	2	0	0	1	0	0	0
ENSG00000135220	183	164	168	183	171	39	50	50	52	50
ENSG00000213759	3	3	6	9	6	11	3	4	8	5
ENSG00000198277	1	0	0	2	1	5	11	10	9	10
ENSG00000171234	1317	1374	1312	1418	1411	572	584	561	543	594
ENSG00000196472	1	1	1	0	0	0	0	0	0	0
ENSG00000135226	2	0	0	2	0	2	2	0	4	5
ENSG00000215111	0	0	0	0	0	0	0	0	0	0
ENSG00000215110	1	0	0	1	1	1	0	0	0	0
ENSG00000210783	5673	5476	4925	6093	6056	4161	4194	3917	3653	4533
ENSG00000156096	10	16	6	9	6	814	870	844	740	886
ENSG00000173610	25	29	24	23	19	19	18	9	20	19
ENSG00000173597	0	0	1	0	0	10	5	8	7	11
ENSG00000109193	3	3	1	3	1	53	75	63	50	56
ENSG00000126545	0	0	0	0	0	0	0	0	0	0
ENSG00000135222	0	0	0	0	0	0	0	0	0	0
ENSG00000126549	0	0	0	0	0	0	0	0	0	0
ENSG00000205649	0	0	0	0	0	0	0	0	0	0
ENSG00000126550	0	0	0	0	0	0	0	0	0	0
ENSG00000187533	0	0	0	0	0	0	0	0	0	0
ENSG00000109205	0	1	2	1	3	0	0	0	0	0
ENSG00000181617	0	0	0	0	0	0	0	0	0	0
ENSG00000171209	0	0	0	0	0	0	0	0	0	0
ENSG00000145309	0	0	0	0	0	0	0	0	0	0
ENSG00000109208	0	0	0	0	0	0	0	0	0	0
ENSG00000171201	0	0	0	0	0	0	0	0	0	0
ENSG00000171199	0	0	0	0	0	0	0	0	0	0
ENSG00000171195	0	0	0	0	0	0	0	0	0	0
ENSG00000187689	0	0	0	0	0	0	0	0	0	0
ENSG00000178522	1	0	0	0	0	0	0	0	0	0
ENSG00000132464	53	63	75	70	77	4	5	3	3	1
ENSG00000132465	8	7	5	7	7	19	33	33	32	35
ENSG00000132467	90	96	89	111	109	64	77	61	95	85
ENSG00000207448	0	0	0	0	0	0	0	0	0	0
ENSG00000207058	0	0	0	0	0	0	0	0	0	0
ENSG00000018189	96	96	90	116	102	44	44	36	44	45
ENSG00000210808	0	0	0	0	0	1	0	0	0	0
ENSG00000132463	228	252	210	235	271	117	124	127	126	127
ENSG00000210811	0	0	0	0	0	0	0	0	0	0
ENSG00000207007	0	0	0	0	0	0	0	0	0	0
ENSG00000173542	17	16	13	12	19	0	0	1	1	1
ENSG00000156136	45	40	40	50	35	14	6	11	12	9
ENSG00000080493	389	401	421	393	451	39	37	36	28	34
ENSG00000145321	33	41	39	39	34	2348	2422	2276	2240	2457
ENSG00000210828	0	0	0	0	0	4	16	11	9	8
ENSG00000056291	0	0	0	0	0	0	0	0	0	0
ENSG00000156140	6	3	4	2	4	3	3	2	3	0
ENSG00000210833	0	0	0	0	0	0	0	0	0	0
ENSG00000210839	0	0	0	0	0	0	0	0	0	0
ENSG00000205625	0	0	0	0	0	0	0	0	0	0
ENSG00000163626	58	57	52	54	58	40	51	52	52	40
ENSG00000132466	408	470	437	460	427	244	305	280	249	297
ENSG00000210847	1	0	1	0	1	0	1	2	2	1
ENSG00000163631	1462	1550	1439	1555	1608	76740	77611	75841	73522	78879
ENSG00000081051	5	3	6	9	2	6	3	13	10	8
ENSG00000079557	176	187	156	160	193	1262	1304	1265	1232	1369
ENSG00000169435	40	35	38	26	34	2	8	4	5	4
ENSG00000210851	0	0	0	0	0	0	0	0	0	0
ENSG00000209060	0	0	0	0	0	0	0	0	0	0
ENSG00000169429	7	14	7	8	9	7	3	3	3	4
ENSG00000124875	1	7	0	3	1	14	15	6	5	7
ENSG00000109272	0	0	0	0	0	0	0	0	0	0
ENSG00000163739	3	0	6	2	2	1	0	0	0	0
ENSG00000209209	0	0	0	0	0	0	0	0	0	0
ENSG00000163737	0	0	0	0	0	1	2	1	1	2
ENSG00000163736	2	1	4	2	0	8	7	4	8	9
ENSG00000163735	0	0	0	0	0	1	7	1	3	1
ENSG00000210871	0	0	0	0	0	0	0	0	0	0
ENSG00000163734	5	2	4	5	3	0	0	2	0	2
ENSG00000179378	0	0	0	0	0	0	0	0	0	0
ENSG00000081041	2	6	4	6	4	264	274	244	226	263
ENSG00000163738	8	10	7	4	9	30	26	30	26	34
ENSG00000179349	0	1	0	1	1	1	0	1	1	0
ENSG00000182585	0	0	0	0	0	0	0	0	0	0
ENSG00000124882	0	1	2	0	0	0	0	0	0	0
ENSG00000109321	0	0	0	0	0	0	0	0	0	0
ENSG00000205595	0	0	0	0	0	0	0	0	0	0
ENSG00000174808	28	27	18	22	26	2	4	4	2	4
ENSG00000169116	288	326	296	317	314	25	29	25	14	23
ENSG00000179272	1	0	0	0	0	0	0	0	0	0
ENSG00000163743	61	64	56	76	78	43	23	37	32	47
ENSG00000183539	8	13	10	12	15	10	5	14	11	9
ENSG00000174796	23	30	22	28	35	16	23	28	17	15
ENSG00000174792	0	1	0	1	0	0	0	0	0	0
ENSG00000138769	64	58	54	47	55	1	2	1	3	2
ENSG00000138757	287	296	321	316	302	122	163	138	131	150
ENSG00000201644	0	0	0	0	0	0	0	0	0	0
ENSG00000138768	306	304	332	281	318	194	213	188	197	216
ENSG00000199339	0	0	0	0	0	0	0	0	0	0
ENSG00000205591	0	1	0	0	0	0	0	4	2	1
ENSG00000156194	0	0	0	0	0	0	0	0	0	0
ENSG00000210905	3451	3649	3337	3681	3772	3080	3211	3015	2866	3214
ENSG00000138744	50	55	25	49	58	25	17	27	18	20
ENSG00000198301	80	92	84	75	93	60	68	72	77	82
ENSG00000138755	9	12	9	10	14	9	7	5	7	7
ENSG00000169245	2	2	0	2	1	3	1	0	2	0
ENSG00000169248	0	1	0	1	1	0	0	0	0	0
ENSG00000169253	0	0	0	0	0	0	0	0	0	0
ENSG00000156219	1	0	0	0	0	1	0	1	1	1
ENSG00000138750	50	42	52	42	60	53	54	41	40	30
ENSG00000138760	647	719	680	714	671	616	597	539	576	647
ENSG00000189157	11	15	21	15	32	5	7	7	9	7
ENSG00000118804	31	32	32	32	42	358	412	390	350	408
ENSG00000163749	2	2	1	3	1	3	2	1	4	5
ENSG00000213687	15	23	16	20	15	1	0	5	4	4
ENSG00000212368	0	0	0	0	0	0	0	0	0	0
ENSG00000210916	0	0	1	0	0	0	0	0	0	0
ENSG00000199857	0	0	0	0	0	0	0	0	0	0
ENSG00000138771	102	102	116	102	114	61	68	80	60	68
ENSG00000207307	0	0	0	0	0	0	0	0	0	0
ENSG00000186212	10	12	9	11	15	13	12	13	15	16
ENSG00000138758	623	649	635	654	693	192	167	166	172	162
ENSG00000186210	29	26	26	20	21	15	14	18	12	11
ENSG00000118816	823	822	874	825	924	235	249	211	224	256
ENSG00000178382	0	0	0	0	0	0	0	0	0	0
ENSG00000215027	3	1	0	1	0	0	0	1	1	0
ENSG00000201641	0	0	0	0	0	0	0	0	0	0
ENSG00000138764	76	109	70	69	94	15	11	15	6	14
ENSG00000156234	1	1	0	1	1	8	6	4	10	6
ENSG00000138767	103	105	131	136	97	73	78	92	69	76
ENSG00000169288	86	91	84	91	84	48	44	55	44	28
ENSG00000138759	166	177	136	184	168	8	8	9	8	14
ENSG00000138772	63	55	36	53	51	6	8	11	5	8
ENSG00000200998	0	0	0	0	0	0	0	0	0	0
ENSG00000210954	0	0	0	0	0	0	0	0	0	0
ENSG00000138756	16	14	15	14	20	6	11	11	11	11
ENSG00000163291	18	16	10	16	25	9	4	4	4	8
ENSG00000210973	0	0	0	1	0	0	0	0	0	0
ENSG00000156269	0	1	1	0	0	0	0	0	0	0
ENSG00000196475	0	0	0	0	0	0	0	0	0	0
ENSG00000212620	0	0	0	0	0	0	0	0	0	0
ENSG00000163297	14	16	13	20	12	9	11	9	12	10
ENSG00000152784	1	1	0	0	0	0	0	0	0	0
ENSG00000138675	0	0	0	0	0	0	0	0	0	0
ENSG00000197826	0	2	0	1	1	0	0	1	0	1
ENSG00000152785	0	0	0	0	0	0	0	0	0	0
ENSG00000138669	8	4	4	9	5	0	0	1	0	0
ENSG00000207065	0	0	0	0	0	0	0	0	0	0
ENSG00000138670	11	15	23	18	16	137	101	107	113	111
ENSG00000202485	0	0	0	0	0	0	0	0	0	0
ENSG00000138668	353	358	305	354	380	213	208	200	218	201
ENSG00000202440	0	0	0	0	0	0	0	0	0	0
ENSG00000152795	456	546	500	504	488	243	238	230	240	237
ENSG00000145293	84	116	74	104	90	22	24	24	27	29
ENSG00000214988	5	3	3	4	2	1	4	5	7	2
ENSG00000213632	23	16	11	16	15	11	9	10	5	11
ENSG00000198594	0	0	0	0	0	0	0	0	0	0
ENSG00000145284	33	38	32	33	37	0	2	1	0	0
ENSG00000207746	0	0	0	0	0	0	0	0	0	0
ENSG00000138674	396	387	398	389	426	248	280	254	240	252
ENSG00000203460	1	4	0	1	0	1	2	0	2	0
ENSG00000168152	15	25	19	23	14	15	13	14	22	14
ENSG00000189308	29	40	34	42	40	27	30	33	34	34
ENSG00000199530	0	0	0	1	0	0	0	0	0	0
ENSG00000138663	108	100	100	123	106	41	42	43	37	45
ENSG00000145287	0	1	1	2	0	4	5	6	10	8
ENSG00000214987	0	1	1	0	0	0	0	0	0	2
ENSG00000173085	19	21	14	28	23	10	12	19	12	11
ENSG00000173083	9	6	6	9	10	0	2	0	1	0
ENSG00000163312	34	44	34	54	32	28	44	25	35	36
ENSG00000163319	38	29	25	28	26	17	16	17	30	21
ENSG00000163322	37	44	32	31	30	19	19	13	23	13
ENSG00000213608	0	2	2	1	2	0	1	0	0	2
ENSG00000214981	1	1	2	2	1	1	3	0	1	0
ENSG00000138678	246	236	226	260	290	17	16	16	7	15
ENSG00000182248	0	1	0	0	0	0	0	0	0	0
ENSG00000201633	0	0	0	0	0	0	0	0	0	0
ENSG00000200108	0	0	0	0	0	0	0	0	0	0
ENSG00000214980	1	0	1	0	0	0	0	0	0	0
ENSG00000163623	0	0	0	0	0	0	0	0	0	0
ENSG00000163624	56	59	68	57	63	3	4	2	1	1
ENSG00000163625	286	328	282	308	270	72	66	75	67	49
ENSG00000211036	0	0	0	0	1	0	0	0	0	0
ENSG00000211039	0	0	0	0	0	2	1	0	0	0
ENSG00000198614	4	6	3	6	6	3	1	0	1	4
ENSG00000180769	33	33	26	18	27	4	2	1	2	2
ENSG00000201901	0	0	0	0	0	0	0	0	0	0
ENSG00000138639	338	394	359	377	418	37	32	36	34	39
ENSG00000109339	94	84	56	75	84	8	5	8	5	12
ENSG00000211054	0	0	1	0	0	0	0	0	1	0
ENSG00000163629	363	414	362	400	409	14	16	10	15	14
ENSG00000145283	1	1	1	0	1	0	0	0	0	0
ENSG00000163633	2	3	3	1	0	0	1	0	1	0
ENSG00000152575	16	20	22	26	30	10	10	10	4	7
ENSG00000172493	349	368	328	342	393	146	169	160	130	138
ENSG00000145332	81	84	94	99	73	66	57	57	62	64
ENSG00000214936	7	2	6	6	3	3	6	1	5	1
ENSG00000170509	1	4	0	1	1	150	177	151	154	142
ENSG00000198189	120	125	121	119	101	501	474	492	464	515
ENSG00000209049	0	0	0	0	0	0	0	0	0	0
ENSG00000211059	0	0	0	0	0	0	0	0	0	0
ENSG00000170502	141	131	140	150	163	91	71	67	107	78
ENSG00000152583	308	308	259	295	309	112	154	141	110	132
ENSG00000152591	0	0	0	0	0	0	0	0	0	0
ENSG00000152592	1	0	1	0	0	1	0	0	0	0
ENSG00000200024	0	0	1	0	0	0	0	0	1	0
ENSG00000029559	0	0	0	0	0	0	0	0	0	0
ENSG00000152595	0	0	0	0	0	0	0	0	0	0
ENSG00000183199	142	135	130	128	133	55	39	46	45	41
ENSG00000118785	4682	4838	4659	5039	5212	58	64	64	56	62
ENSG00000202000	0	0	0	0	0	0	0	0	0	0
ENSG00000118762	232	292	246	279	288	64	65	56	61	84
ENSG00000197690	6	5	4	5	5	0	3	0	0	0
ENSG00000118777	10	18	7	7	16	55	59	58	45	60
ENSG00000201707	0	0	0	0	0	0	0	0	0	0
ENSG00000211089	0	0	0	0	0	0	0	0	0	0
ENSG00000199326	0	0	0	0	0	0	0	0	0	0
ENSG00000187904	3	4	3	4	1	1	1	1	1	2
ENSG00000163644	84	72	62	77	90	20	30	26	26	28
ENSG00000200469	0	1	1	0	0	0	0	0	0	0
ENSG00000207480	0	0	0	0	0	0	0	1	0	0
ENSG00000138642	44	44	37	49	42	10	17	12	13	16
ENSG00000138646	19	20	13	17	19	15	13	12	13	10
ENSG00000212016	0	0	0	0	0	0	0	0	0	0
ENSG00000145337	163	208	164	160	198	101	109	113	104	117
ENSG00000211121	2	1	1	0	0	0	0	0	0	0
ENSG00000138641	86	87	83	109	100	37	43	34	46	45
ENSG00000207524	0	0	0	0	0	0	0	0	0	1
ENSG00000177432	41	31	39	46	37	6	11	10	10	9
ENSG00000138640	164	157	180	184	192	210	224	223	219	223
ENSG00000180346	25	19	22	24	17	50	59	61	51	60
ENSG00000212226	0	0	0	0	0	0	0	0	0	0
ENSG00000185477	17	13	11	19	24	1	1	6	0	2
ENSG00000145335	20	39	29	35	41	2	1	4	3	6
ENSG00000138722	4	2	6	4	3	21	27	25	23	24
ENSG00000184305	15	20	24	16	22	0	0	0	1	0
ENSG00000211168	0	0	0	0	0	0	0	0	0	0
ENSG00000187653	36	39	33	34	45	21	8	16	15	17
ENSG00000202342	0	0	0	0	0	0	0	0	0	0
ENSG00000214910	1	6	9	10	7	2	2	1	1	7
ENSG00000152208	1	0	0	0	0	0	0	0	0	0
ENSG00000211179	0	0	0	0	0	0	0	0	0	0
ENSG00000209063	0	0	0	0	0	0	0	0	0	0
ENSG00000172238	0	0	0	0	0	0	0	0	0	0
ENSG00000163104	90	110	90	98	84	51	50	54	54	55
ENSG00000163106	1	0	1	1	0	0	0	1	0	0
ENSG00000203436	0	0	0	0	0	0	0	0	0	0
ENSG00000163110	34	39	42	47	39	27	33	27	29	33
ENSG00000138696	24	8	24	28	22	0	0	0	0	0
ENSG00000182168	3	2	6	11	10	1	1	0	0	0
ENSG00000163114	8	16	7	11	9	2	1	5	2	2
ENSG00000200622	0	0	0	0	0	0	0	0	0	0
ENSG00000201744	0	0	0	0	1	0	0	0	0	1
ENSG00000201640	0	0	0	0	0	0	0	0	0	0
ENSG00000201837	0	0	0	0	0	0	0	0	0	0
ENSG00000109238	70	59	63	71	84	22	15	14	20	24
ENSG00000216036	0	0	0	0	0	0	0	0	0	0
ENSG00000163116	0	1	3	1	0	0	0	0	0	0
ENSG00000214904	3	1	2	3	5	3	4	1	0	5
ENSG00000200658	0	0	0	0	0	0	0	0	0	0
ENSG00000138698	58	84	69	65	78	30	39	43	25	39
ENSG00000168785	23	22	20	16	20	3	0	3	2	2
ENSG00000203420	0	0	0	0	0	0	0	0	0	0
ENSG00000174991	6	4	1	3	4	1	3	4	3	1
ENSG00000151247	20	20	22	26	20	8	16	13	11	8
ENSG00000214886	0	0	0	0	0	0	0	0	0	0
ENSG00000164024	120	120	101	126	143	77	83	76	71	93
ENSG00000197894	206	218	185	213	259	196	194	171	191	213
ENSG00000198099	28	24	31	25	37	2506	2457	2393	2399	2583
ENSG00000172955	126	144	118	136	120	776	810	754	736	862
ENSG00000187758	3	6	9	8	5	490	568	549	487	582
ENSG00000196616	130	130	124	128	132	3570	3558	3572	3382	3730
ENSG00000196344	0	0	0	0	0	0	1	0	0	0
ENSG00000138813	0	0	0	0	0	0	0	0	0	0
ENSG00000145331	20	31	24	22	24	24	20	12	21	23
ENSG00000138823	47	49	48	56	60	337	334	345	335	324
ENSG00000070190	1	2	3	1	3	0	2	2	3	3
ENSG00000205448	5	4	3	7	5	3	0	1	3	1
ENSG00000109270	93	106	103	100	96	28	29	25	26	32
ENSG00000164031	28	34	22	38	32	11	10	14	16	15
ENSG00000164032	84	84	74	73	77	34	28	27	25	35
ENSG00000145358	64	73	81	79	65	1	1	1	2	1
ENSG00000164035	325	338	311	334	346	12	4	9	6	8
ENSG00000138814	121	143	121	118	138	160	163	148	130	149
ENSG00000214865	0	0	0	0	0	0	0	0	0	0
ENSG00000197473	0	0	0	0	0	0	0	0	0	0
ENSG00000214864	0	0	0	0	0	0	0	0	0	0
ENSG00000199529	0	0	0	0	0	0	0	0	0	0
ENSG00000153064	14	12	12	9	11	0	0	0	1	1
ENSG00000138821	38	42	39	46	48	47	50	37	38	42
ENSG00000211265	0	0	0	0	0	0	0	0	0	0
ENSG00000109320	106	102	88	78	122	73	89	67	64	88
ENSG00000109323	59	60	59	54	69	53	42	48	36	42
ENSG00000213538	0	0	0	0	0	0	0	0	0	0
ENSG00000179078	0	0	1	0	0	0	0	0	0	0
ENSG00000109332	389	382	364	374	402	446	448	424	434	414
ENSG00000212346	0	0	0	0	0	0	0	0	0	0
ENSG00000211273	0	0	0	0	0	0	0	0	0	0
ENSG00000145354	45	57	45	57	55	50	58	64	52	64
ENSG00000164037	4	5	4	6	8	2	2	2	2	2
ENSG00000164038	7	10	7	9	11	31	38	39	26	30
ENSG00000164039	234	235	218	247	236	131	145	108	131	127
ENSG00000138778	7	1	2	2	2	3	3	4	1	2
ENSG00000169836	5	2	3	2	3	0	0	0	0	0
ENSG00000168772	10	4	11	6	5	6	6	6	6	6
ENSG00000211278	0	0	0	0	0	0	0	0	0	0
ENSG00000168769	27	36	28	30	22	10	14	10	8	7
ENSG00000211283	0	0	0	0	0	0	0	0	0	0
ENSG00000138777	143	146	170	158	165	77	97	84	72	71
ENSG00000200917	0	0	0	0	1	0	0	0	0	0
ENSG00000138784	3	5	3	5	6	0	0	0	0	0
ENSG00000138785	50	46	54	36	57	28	27	40	22	24
ENSG00000138780	8	16	14	11	12	2	1	3	4	2
ENSG00000168743	1248	1326	1308	1424	1380	45	40	44	44	50
ENSG00000145348	92	90	75	107	80	18	41	30	34	35
ENSG00000164022	119	135	116	125	125	99	117	88	89	119
ENSG00000155011	1	0	1	0	0	0	0	0	0	0
ENSG00000211298	0	0	0	1	0	0	0	0	0	0
ENSG00000211301	21	13	29	10	16	20	13	16	16	8
ENSG00000213522	0	0	0	1	0	0	1	0	0	0
ENSG00000211308	0	0	0	0	0	0	0	0	0	0
ENSG00000138801	118	110	83	119	125	17	24	18	15	17
ENSG00000164023	31	30	46	39	28	13	8	20	18	10
ENSG00000211314	0	0	0	0	1	0	0	0	0	0
ENSG00000155016	62	53	67	49	51	40	33	39	31	27
ENSG00000138796	367	380	376	391	417	348	357	346	370	375
ENSG00000138795	26	26	29	38	32	3	1	1	1	3
ENSG00000109475	212	190	194	204	210	144	127	112	133	133
ENSG00000198856	45	34	43	58	46	92	76	84	70	90
ENSG00000206601	0	0	0	0	0	0	0	0	0	0
ENSG00000164089	3	10	5	3	5	168	152	148	152	190
ENSG00000188517	1	1	0	1	2	1	2	0	2	0
ENSG00000138802	118	126	143	124	108	150	185	168	168	158
ENSG00000211337	0	1	1	0	0	0	0	0	0	0
ENSG00000207988	0	0	0	0	0	0	0	0	0	0
ENSG00000211347	0	0	0	0	1	0	0	0	0	0
ENSG00000005059	10	3	4	7	7	6	3	3	3	3
ENSG00000138794	35	34	36	40	27	54	46	47	40	52
ENSG00000123739	51	59	58	54	61	32	45	33	23	23
ENSG00000205403	826	889	783	778	864	1254	1315	1200	1241	1308
ENSG00000109534	30	20	21	35	23	10	18	20	21	21
ENSG00000180245	2	0	1	0	2	0	0	0	0	0
ENSG00000183423	3	4	4	2	5	1	2	0	3	0
ENSG00000138798	949	922	885	942	967	4	3	4	4	8
ENSG00000207260	5	2	1	3	2	0	0	0	2	2
ENSG00000170522	74	82	67	80	51	94	113	108	96	108
ENSG00000212160	0	0	1	0	0	0	0	0	0	0
ENSG00000212064	0	0	0	0	0	0	0	0	0	0
ENSG00000199894	0	0	0	0	0	0	0	0	0	0
ENSG00000138792	1159	1089	1154	1122	1204	95	131	118	94	120
ENSG00000164093	0	1	1	2	0	1	0	0	1	0
ENSG00000216134	0	0	0	0	0	0	0	0	0	0
ENSG00000215961	0	0	0	0	0	0	0	0	0	0
ENSG00000200963	0	0	0	0	0	0	0	0	0	0
ENSG00000174749	24	28	29	27	37	19	32	28	26	27
ENSG00000138660	74	69	56	58	84	40	34	32	32	32
ENSG00000211390	0	0	0	0	0	0	0	0	0	0
ENSG00000145365	16	20	13	13	14	9	18	9	10	9
ENSG00000073331	28	28	25	30	33	20	18	22	20	28
ENSG00000178403	0	0	0	0	0	0	0	0	0	0
ENSG00000188014	12	7	9	9	15	9	8	2	9	3
ENSG00000138658	0	4	3	2	2	1	2	2	2	1
ENSG00000174720	220	226	242	229	234	216	186	218	194	202
ENSG00000199169	1	1	0	0	0	0	0	0	1	1
ENSG00000199145	0	0	0	1	0	1	1	0	0	0
ENSG00000207927	0	0	0	0	0	0	0	1	0	0
ENSG00000199102	0	0	0	0	0	0	0	0	0	0
ENSG00000199058	2	0	1	0	2	0	0	0	0	0
ENSG00000214849	0	0	0	0	0	0	0	0	0	0
ENSG00000211439	0	0	1	2	0	0	0	0	1	0
ENSG00000209176	0	0	0	0	0	0	0	0	0	0
ENSG00000202536	0	0	0	0	0	0	0	0	0	0
ENSG00000188258	0	0	0	0	0	0	0	0	0	0
ENSG00000145362	319	306	309	342	343	5	4	2	6	3
ENSG00000196656	0	0	0	0	0	0	0	0	0	0
ENSG00000209187	0	0	0	0	0	3	2	0	6	2
ENSG00000206820	1	0	1	0	0	1	0	1	1	0
ENSG00000145349	40	23	14	16	23	14	16	12	14	11
ENSG00000180801	41	37	42	34	34	9	8	13	17	17
ENSG00000174607	131	126	116	124	144	0	0	0	2	2
ENSG00000207931	0	0	0	0	0	0	0	0	0	0
ENSG00000209239	0	0	0	0	0	0	0	0	0	0
ENSG00000138653	0	0	0	0	0	0	0	0	1	1
ENSG00000209247	0	0	0	0	0	0	0	0	0	0
ENSG00000209156	0	0	0	0	0	0	0	0	0	0
ENSG00000213493	67	48	48	65	44	7	9	10	12	15
ENSG00000201752	0	0	0	0	0	0	0	0	0	0
ENSG00000174599	19	24	30	18	22	1	2	0	2	0
ENSG00000213492	8	6	8	4	7	1	1	1	3	2
ENSG00000164100	5	0	3	3	2	3	2	1	1	0
ENSG00000206823	4	2	3	1	2	2	2	5	1	2
ENSG00000164099	1	1	0	3	2	4	2	2	4	4
ENSG00000154608	0	0	0	0	0	0	0	0	0	0
ENSG00000209234	0	0	0	0	0	0	0	0	0	0
ENSG00000145388	47	46	46	49	47	43	40	44	47	53
ENSG00000150961	57	44	57	58	71	140	118	110	129	131
ENSG00000172403	47	63	42	50	51	24	28	32	29	30
ENSG00000172399	10	16	7	11	9	9	9	10	20	7
ENSG00000178636	0	0	0	0	0	0	0	0	0	0
ENSG00000145390	169	194	231	196	227	55	53	44	46	64
ENSG00000209232	3	6	16	1	2	7	11	16	16	6
ENSG00000164096	190	186	178	180	183	118	109	114	106	104
ENSG00000145384	0	0	0	0	0	1	0	0	2	1
ENSG00000201186	0	0	0	0	0	0	0	0	0	0
ENSG00000214837	0	0	0	0	0	1	1	0	0	1
ENSG00000209291	0	0	0	0	0	0	0	0	0	0
ENSG00000138735	42	36	42	44	42	20	16	9	14	13
ENSG00000200553	0	0	0	0	0	0	0	0	0	0
ENSG00000164109	2	2	2	0	1	2	0	0	0	0
ENSG00000173386	0	2	3	0	3	1	1	2	0	1
